wallsMaterial;floorNumber;floorsTotal;totalArea;kitchenArea;latitude;longitude;price
5;10;20;88,5;7,1;55,745797;37,513107;34000000
1;5;21;113;18;55,703971;37,490587;34000000
5;12;24;120;14;55,741673;37,419422;34000000
1;19;21;122;19;55,703971;37,490587;34000000
5;20;24;120;20;55,741673;37,419422;34000000
6;10;10;331;50;55,738074;37,564446;34000000
2;7;7;120,7;8,8;55,803186;37,473222;34000000
1;3;5;101,5;10;55,781626;37,580894;34002000
5;4;17;74;12;55,702729;37,509703;34043976
5;14;15;100,2;13,7;55,795444;37,526896;34125615
5;7;12;98;15;55,770811;37,591189;34180000
5;2;11;110;20;55,79977;37,710889;34200000
5;5;10;90;14;55,774958;37,672971;34202202
5;3;6;77;20;55,781626;37,580894;34265000
6;8;9;65;9;55,725463;37,587515;34290000
5;11;24;123;20;55,786313;37,542428;34300000
5;10;10;114,3;13,1;55,699954;37,63712;34300000
2;4;5;78;9;55,745726;37,625702;34350000
1;7;24;125;31;55,786313;37,542428;34356000
1;5;7;79;14;55,765529;37,569108;34365000
1;12;15;118;19;55,785169;37,564033;34390000
1;7;24;125;31;55,786313;37,542428;34399000
5;8;24;124;20;55,786313;37,542428;34400000
2;2;3;73,2;20;55,762956;37,652113;34404000
1;11;24;125;31;55,786313;37,542428;34450000
1;17;24;125;31;55,786313;37,542428;34450000
5;5;33;87;9;55,774745;37,548609;34478864
5;32;34;148;20;55,80653;37,545995;34490000
5;32;34;148;15;55,80653;37,545995;34490000
1;15;24;125;31;55,786313;37,542428;34490000
1;30;32;150;18;55,80653;37,545995;34490000
5;11;23;122,5;16,1;55,644277;37,49056;34490000
1;15;24;125;31;55,786313;37,542428;34490000
5;6;31;160;16;55,682453;37,552373;34490000
2;11;12;88;15;55,785746;37,610521;34499000
5;9;21;129;18,3;55,681458;37,538691;34500000
5;3;21;85,3;17,5;55,704093;37,493156;34500000
1;22;24;106,3;10,1;55,689238;37,487901;34500000
5;43;44;85,4;16,6;55,770537;37,562164;34500000
2;2;8;96,5;16,8;55,772578;37,591027;34500000
5;8;24;124;20;55,786313;37,542428;34500000
1;30;30;169;55;55,818397;37,573537;34500000
5;7;16;105,6;14,4;55,800423;37,710063;34500000
5;10;19;144;15;55,798586;37,802949;34500000
5;35;41;127;14;55,637393;37,600388;34500000
5;8;22;91;12;55,67523;37,545923;34500000
5;26;33;120,2;13,8;55,672905;37,524318;34500000
5;26;33;120,2;13,8;55,672905;37,524318;34500000
5;10;23;123;15;55,640914;37,526834;34500000
2;7;11;85,1;9,3;55,741475;37,535826;34500000
1;16;17;150;10;55,723263;37,412128;34500000
1;3;12;130,42;12,2;55,797458;37,493677;34500000
2;11;14;54,6;9,1;55,757561;37,588844;34500000
2;2;5;76,5;10;55,742291;37,625576;34500000
5;5;12;77,9;9,8;55,765645;37,567087;34500000
3;6;12;78;10;55,766754;37,566395;34500000
5;5;12;78;12,6;55,765645;37,567087;34500000
2;4;4;81;8;55,762753;37,600253;34500000
2;9;13;99;9,2;55,77074;37,581334;34500000
2;3;6;100;15;55,769317;37,630769;34500000
5;9;22;114;38;55,779757;37,535233;34500000
5;9;22;117,5;19,9;55,810476;37,540129;34500000
5;8;8;120,1;10;55,794107;37,770223;34500000
5;12;15;88;21;55,710692;37,607448;34500000
1;10;13;107,7;12;55,710093;37,658877;34500000
5;10;15;107,7;9;55,710093;37,658877;34500000
5;16;18;119,7;17;55,659231;37,560835;34500000
5;17;23;119,7;17,1;55,659231;37,560835;34500000
1;31;48;130;20;55,661328;37,509343;34500000
1;8;22;140;24;55,645131;37,487892;34500000
1;19;20;122;17;55,681047;37,551088;34500000
5;11;23;122,5;16,1;55,644277;37,49056;34500000
5;19;21;78;18;55,704935;37,492105;34500000
5;3;21;83,1;17,5;55,704093;37,493156;34500000
1;3;21;86;17,5;55,704093;37,493156;34500000
5;3;21;85,3;17,5;55,704093;37,493156;34500000
2;3;7;91,5;9;55,743598;37,545653;34500000
2;5;8;100;7,4;55,748356;37,571543;34500000
1;2;13;135;15,3;55,704981;37,501618;34500000
3;4;18;160;13;55,696534;37,507124;34500000
5;31;32;81;15;55,809348;37,450863;34500000
5;8;48;93,6;18;55,780846;37,449147;34500000
5;8;48;95;18;55,780846;37,449147;34500000
5;8;48;95;18;55,780846;37,449147;34500000
2;4;14;109,5;12;55,796526;37,486859;34500000
5;7;49;126;20;55,806504;37,449866;34500000
5;5;25;120;18,2;55,837272;37,458211;34500000
5;17;19;185;20;55,78116;37,451061;34500000
1;18;20;108,35;12,6;55,681047;37,551088;34503730
5;18;20;108,35;22;55,681047;37,551088;34503730
5;69;97;79,5;19;55,749511;37,537083;34540000
5;22;25;138,2;18,4;55,682453;37,552373;34540000
5;22;25;138,2;18;55,682453;37,552373;34550000
1;7;19;120;16,9;55,681047;37,551088;34594583
2;4;4;127,6;16;55,860666;37,427462;34600000
1;69;97;79;15;55,749511;37,537083;34600000
5;3;16;110;14;55,79393;37,526564;34600000
1;3;10;89;12;55,710692;37,607448;34600000
2;6;7;220;23;55,680844;37,45186;34600000
5;15;27;138,6;15,1;55,682453;37,552373;34640000
2;4;10;50;9;55,740005;37,594638;34650000
5;15;25;138,6;16;55,682453;37,552373;34650000
2;4;10;100;9;55,810091;37,640264;34700000
5;2;20;73;19;55,761558;37,549067;34700000
1;2;13;76,4;23;55,760915;37,550208;34700000
5;19;33;252;15;55,678707;37,634631;34700000
5;21;40;86;12;55,665639;37,547567;34700000
5;21;40;86;25;55,665639;37,547567;34700000
2;4;28;100;30;55,678164;37,548699;34700000
5;14;18;98;11,1;55,745681;37,394709;34700000
5;20;30;70;8;55,781838;37,469925;34700000
6;10;13;154,1;13,4;55,816379;37,507681;34700000
1;8;12;82;10;55,822822;37,620106;34700000
5;8;12;82;17;55,822822;37,620106;34700000
5;10;21;82;12;55,822822;37,620106;34700000
2;4;11;100;13;55,810091;37,640264;34700000
1;27;33;120;20;55,672905;37,524318;34700000
5;16;26;132;25;55,743512;37,422099;34700000
5;20;30;70;8;55,781838;37,469925;34700000
5;3;33;110;23,8;55,798257;37,48199;34700000
5;3;32;110;24;55,798257;37,48199;34700000
5;69;97;80,1;20;55,749511;37,537083;34800000
5;18;25;88;13;55,684772;37,585404;34800000
2;4;4;203;20;55,86056;37,361301;34800000
1;69;97;80;15;55,749511;37,537083;34800000
1;5;18;90;12;55,710692;37,607448;34800000
5;31;48;86;10;55,661328;37,509343;34850000
5;5;23;129;17;55,672691;37,542222;34850000
5;32;40;106;12;55,665639;37,547567;34890000
1;21;25;94,6;14;55,754968;37,509262;34893830
2;5;5;92;7,5;55,739478;37,576717;34900000
5;7;18;105,8;15,4;55,705488;37,493308;34900000
5;5;6;150;18;55,887907;37,402291;34900000
1;4;7;70,6;21,5;55,740036;37,641261;34900000
1;4;7;70,6;21,5;55,740036;37,641261;34900000
5;22;85;75,5;25;55,750028;37,534397;34900000
5;5;5;90;20;55,781626;37,580894;34900000
5;5;12;110,4;20;55,788581;37,520734;34900000
5;23;38;119;14;55,637068;37,599094;34900000
5;10;24;82;10;55,742042;37,552498;34900000
5;4;16;187;23;55,781302;37,45363;34900000
2;2;8;45;6;55,761568;37,587362;34900000
2;5;11;103,9;12;55,776183;37,586095;34900000
1;5;19;82;30;55,786313;37,612739;34900000
5;5;19;83,2;14;55,786313;37,612739;34900000
5;22;22;127,4;12,3;55,702794;37,666153;34900000
5;8;22;91;12;55,67523;37,545923;34900000
5;16;18;119,7;17;55,659231;37,560835;34900000
5;9;24;119,5;14;55,636001;37,541278;34900000
5;14;21;82,6;15,5;55,712127;37,49939;34900000
5;15;26;130;15;55,724271;37,44691;34900000
5;18;36;116;13;55,762789;37,508984;34900000
5;11;24;120;21,5;55,785037;37,464221;34900000
5;11;24;120;21,5;55,785037;37,464221;34900000
2;5;8;87;8;55,752891;37,582179;34910000
1;3;13;58,2;18;55,726583;37,572648;34920000
5;3;16;110;14;55,79393;37,526564;34950000
2;10;11;96;15;55,743923;37,582655;34950000
5;30;32;147;17;55,80653;37,545995;34950000
2;10;11;96;15;55,743923;37,582655;34950000
2;2;3;201;41;55,861413;37,606954;34950000
2;9;19;120;15,8;55,677656;37,497036;34950000
5;15;29;99;24;55,802442;37,412128;34950000
5;16;25;109,89;18;55,662776;37,515371;34980000
5;16;25;109,89;18;55,662776;37,515371;34980000
5;7;22;132;20;55,645131;37,487892;34990000
2;2;6;96,3;29,3;55,740254;37,589599;34990000
5;3;4;213;17,3;55,652847;37,749598;34990000
5;2;22;112;40;55,66965;37,611482;34990000
5;2;22;112;40;55,66965;37,611482;34990000
5;17;18;178,7;13,9;55,78116;37,451061;34990000
2;3;8;81,7;11;55,751984;37,645699;34990000
2;10;14;93;15;55,721447;37,626241;34990000
5;6;23;97;15;55,782572;37,531936;34990000
2;3;7;130;12;55,708836;37,61565;34990000
5;5;20;92;15;55,777758;37,457987;34990000
3;4;24;70,8;15;55,753286;37,59657;34998480
2;6;6;60,2;10;55,758184;37,595321;34999000
1;20;85;75;15;55,750028;37,534397;34999000
5;4;17;81;10;55,774517;37,473006;34999000
6;4;31;62;8;55,759198;37,581047;34999999
3;13;14;86;10;55,728393;37,61265;34999999
5;13;26;120;25;55,791177;37,520411;34999999
6;3;4;60;9;55,769048;37,604322;35000000
5;2;7;75;15;55,740036;37,641261;35000000
2;2;6;95;18;55,748964;37,596435;35000000
1;5;9;100;11;55,760945;37,656963;35000000
1;10;23;75;17;55,799937;37,505903;35000000
2;2;2;260;10;55,860534;37,548204;35000000
1;32;38;105;39,2;55,834568;37,659622;35000000
5;9;15;101;18;55,710093;37,658877;35000000
2;10;14;104;12,1;55,665929;37,558059;35000000
2;3;12;80;15;55,746294;37,571929;35000000
5;3;22;109,9;15;55,747323;37,396371;35000000
2;9;19;120;15,8;55,677656;37,497036;35000000
5;17;22;100,83;12,4;55,793414;37,448617;35000000
2;1;6;55;9;55,762105;37,5918;35000000
6;8;9;60;7;55,745787;37,642743;35000000
1;1;8;63;15;55,748376;37,589904;35000000
2;4;5;65;10;55,740238;37,590767;35000000
2;4;6;65;8;55,737867;37,594881;35000000
5;5;18;72;15;55,761538;37,554214;35000000
5;19;85;70;10;55,750028;37,534397;35000000
5;6;18;71;14;55,761538;37,554214;35000000
6;2;5;73;10;55,742093;37,632125;35000000
2;8;12;75,6;11;55,74446;37,613018;35000000
1;8;10;75;15;55,751903;37,664069;35000000
2;8;9;78,7;11,2;55,763857;37,65116;35000000
2;5;8;80;9;55,757906;37,606972;35000000
2;2;9;84;10;55,76013;37,56856;35000000
1;10;22;85;9;55,723029;37,613746;35000000
2;1;12;86;15;55,735839;37,612551;35000000
5;10;22;85;12;55,723029;37,613746;35000000
2;2;6;85;20;55,762763;37,595276;35000000
2;3;5;88;25;55,751822;37,642267;35000000
5;39;44;90;14,2;55,770806;37,564212;35000000
2;1;4;91,3;17;55,762946;37,626403;35000000
2;4;5;93,7;10,7;55,769925;37,626017;35000000
5;5;9;90;16;55,774958;37,672971;35000000
2;10;14;93;12;55,721447;37,626241;35000000
2;6;9;110;14;55,773312;37,600468;35000000
2;8;8;106;15;55,74754;37,586661;35000000
2;5;5;125,5;11;55,75975;37,655975;35000000
2;4;6;123,9;14;55,774219;37,631918;35000000
5;6;6;63;15;55,780891;37,580984;35000000
1;10;23;75;17;55,799937;37,505903;35000000
5;10;37;87;15;55,774745;37,548609;35000000
1;11;38;87;10;55,77472;37,551852;35000000
1;10;38;87;9;55,77472;37,551852;35000000
1;10;38;87;14;55,774745;37,548609;35000000
5;12;20;113,5;15,9;55,785169;37,564033;35000000
5;10;15;100;12;55,790787;37,523204;35000000
5;10;15;100;25;55,790787;37,523204;35000000
5;10;18;101;30;55,806424;37,515326;35000000
5;9;18;100,8;10;55,8061;37,515569;35000000
1;4;24;100;15;55,806793;37,516153;35000000
2;11;14;110;12;55,782689;37,568417;35000000
5;2;8;124,8;30;55,796046;37,562308;35000000
2;11;12;88;12,6;55,785746;37,610521;35000000
5;32;38;105;39,2;55,834568;37,659622;35000000
1;23;23;117;20;55,848741;37,638737;35000000
5;3;7;170;20;55,800595;37,636671;35000000
2;4;5;91,8;13,5;55,785625;37,688054;35000000
5;20;20;146;15;55,759714;37,808985;35000000
5;5;15;107;11,2;55,710093;37,658877;35000000
5;19;20;113,5;16;55,689451;37,686707;35000000
5;26;39;118,3;14;55,637393;37,600388;35000000
5;26;39;118,3;38;55,637393;37,600388;35000000
5;35;40;126,7;65;55,637393;37,600388;35000000
5;8;39;141;10;55,637393;37,600388;35000000
1;16;16;181;11,6;55,655493;37,610799;35000000
5;31;40;80;25;55,665639;37,547567;35000000
5;31;40;80;15;55,665639;37,547567;35000000
5;7;40;80;14;55,665639;37,547567;35000000
1;20;48;120;15;55,661328;37,509343;35000000
5;19;27;140;21;55,682453;37,552373;35000000
5;22;31;141,3;21,4;55,659571;37,560071;35000000
5;11;22;172;18;55,682453;37,552373;35000000
2;6;12;75;15;55,750712;37,564904;35000000
5;11;31;81;10;55,718248;37,477175;35000000
5;13;21;85;12;55,704093;37,493156;35000000
1;30;39;96,2;21,6;55,715758;37,504241;35000000
5;11;22;105,4;16;55,704093;37,493156;35000000
1;13;15;110;15;55,745681;37,394709;35000000
1;3;21;132;14;55,703971;37,490587;35000000
1;18;25;138;12;55,724271;37,44691;35000000
5;14;19;150;25;55,696534;37,499408;35000000
1;6;22;80,9;11;55,793414;37,448617;35000000
5;10;19;100;15;55,76132;37,512505;35000000
1;7;14;133,1;16;55,792124;37,484092;35000000
1;7;14;133;18;55,792124;37,484092;35000000
5;25;25;122;30;55,845405;37,373096;35000000
1;1;5;134;16;55,806676;37,482744;35000000
5;4;48;150;20;55,780846;37,449147;35000000
2;3;4;327;15;55,62911;37,46343;35000000
5;3;13;52;4;55,753311;37,580661;35000000
2;1;6;55;9;55,762105;37,5918;35000000
5;3;13;59;8;55,753311;37,580661;35000000
2;2;6;60;4;55,764592;37,589841;35000000
2;5;6;62;6;55,761492;37,592976;35000000
6;7;14;60;10;55,721006;37,584326;35000000
1;1;8;63;15;55,748376;37,589904;35000000
3;5;5;65;6,2;55,742514;37,589536;35000000
2;1;7;63,6;12;55,748376;37,589904;35000000
1;4;18;68;33;55,761538;37,554214;35000000
2;5;5;70;10;55,734562;37,595716;35000000
2;4;5;68,2;7,4;55,737193;37,623573;35000000
5;6;18;71;14;55,761538;37,554214;35000000
2;3;5;70,8;12;55,770476;37,628855;35000000
2;8;9;78,7;11,2;55,763857;37,65116;35000000
1;6;8;78;19;55,770401;37,599175;35000000
2;3;7;79,4;8,3;55,768719;37,63447;35000000
2;3;9;82;10;55,720555;37,581155;35000000
2;3;10;83;9,5;55,718633;37,576879;35000000
2;2;3;85;15;55,765073;37,620483;35000000
6;6;9;85;8;55,772598;37,601852;35000000
5;4;20;85;10;55,754735;37,546354;35000000
2;5;5;89,1;16;55,742458;37,583005;35000000
2;5;5;89;8;55,764161;37,596507;35000000
2;3;13;90;9;55,77196;37,605715;35000000
2;2;4;90;13,2;55,763321;37,647738;35000000
1;6;6;90;33,7;55,755312;37,545626;35000000
2;5;5;88,7;8;55,764161;37,596507;35000000
2;8;8;89;25;55,768167;37,59595;35000000
5;40;44;90;20;55,770806;37,564212;35000000
2;5;7;94;12;55,729681;37,627364;35000000
5;6;20;90;10;55,755312;37,545626;35000000
2;5;6;91,2;11;55,744206;37,580122;35000000
5;7;22;97;12;55,758073;37,547144;35000000
2;6;6;100;14;55,770537;37,615371;35000000
2;4;5;99,5;11;55,748017;37,609434;35000000
2;4;6;99;12,9;55,77234;37,588593;35000000
2;2;5;100;9;55,762434;37,648331;35000000
2;7;12;95;26,8;55,771277;37,683033;35000000
2;3;3;115;15,1;55,737512;37,594881;35000000
2;2;5;106;6;55,742291;37,625576;35000000
2;4;6;123,9;14;55,774219;37,631918;35000000
5;7;9;82,4;16;55,779564;37,573826;35000000
1;10;37;87;9;55,774745;37,548609;35000000
1;11;37;87;9;55,774745;37,548609;35000000
5;10;37;87;15;55,774745;37,548609;35000000
1;10;37;87;10;55,774745;37,548609;35000000
1;13;32;87;10;55,774745;37,548609;35000000
5;13;37;87;15;55,77472;37,551852;35000000
1;11;37;87;15;55,774745;37,548609;35000000
1;10;37;87;15;55,774745;37,548609;35000000
5;10;42;87;14;55,774745;37,548609;35000000
5;6;26;108;17;55,791177;37,520411;35000000
1;10;15;100;22;55,790787;37,523204;35000000
5;10;23;110;28;55,79517;37,574678;35000000
5;13;18;149,6;18;55,825103;37,561455;35000000
1;6;25;140,5;16;55,853218;37,509532;35000000
1;6;13;122;16;55,790671;37,550136;35000000
5;16;42;169;20;55,827671;37,487559;35000000
2;7;7;166;11,9;55,79557;37,562012;35000000
2;2;2;260;10;55,860534;37,548204;35000000
5;10;21;82,1;17;55,822822;37,620106;35000000
5;10;12;82;12;55,822822;37,620106;35000000
2;16;16;93,1;7,8;55,811771;37,639339;35000000
5;23;23;117;20;55,848741;37,638737;35000000
2;4;10;100;13;55,810091;37,640264;35000000
5;10;18;120;18;55,835538;37,653909;35000000
3;11;20;157;20;55,857422;37,59604;35000000
5;11;11;77;18;55,79977;37,710889;35000000
5;11;29;92,8;13,3;55,821082;37,70284;35000000
5;4;35;146;35;55,791607;37,787803;35000000
5;4;10;100;20;55,751959;37,686006;35000000
2;9;9;152,8;33;55,714059;37,674669;35000000
2;9;9;152,8;25;55,714059;37,674669;35000000
5;2;18;80;17;55,710809;37,605023;35000000
1;3;15;96;16;55,682757;37,697298;35000000
1;9;15;95,6;19,2;55,70071;37,631532;35000000
5;9;14;100;20;55,66538;37,614698;35000000
1;6;15;138;20;55,710093;37,658877;35000000
5;31;40;80;15;55,665639;37,547567;35000000
5;15;23;95;14,2;55,664654;37,546084;35000000
1;6;28;116,8;20;55,678164;37,548699;35000000
5;6;23;113,2;15,7;55,659231;37,560835;35000000
2;12;14;140,4;12,4;55,666244;37,552768;35000000
5;27;48;132;25;55,661328;37,509343;35000000
5;3;19;145,4;21,5;55,664456;37,565982;35000000
5;8;13;120;30;55,672245;37,543749;35000000
1;5;17;125;16;55,675301;37,541431;35000000
5;5;32;155;19;55,665936;37,514505;35000000
5;20;25;150;25;55,682453;37,552373;35000000
5;13;27;155,9;14,9;55,682453;37,552373;35000000
5;14;24;178;27;55,650836;37,597387;35000000
5;10;10;210;20;55,672245;37,543749;35000000
6;7;12;65;10;55,74599;37,57068;35000000
6;7;14;65;8;55,74599;37,57068;35000000
1;9;15;79;12,6;55,713725;37,479061;35000000
5;4;23;78;13;55,717928;37,447584;35000000
5;19;22;81;10;55,655163;37,47315;35000000
1;4;23;87;14;55,689238;37,487901;35000000
1;3;15;92;15;55,703611;37,516467;35000000
5;3;15;90;15;55,703611;37,516467;35000000
1;10;23;98,1;11;55,674174;37,509792;35000000
5;11;24;98;17,5;55,684041;37,48199;35000000
1;5;23;99,4;10;55,679433;37,469638;35000000
5;9;22;95;17;55,655163;37,47315;35000000
5;2;22;107,5;10;55,679428;37,497773;35000000
5;7;18;105,8;15,4;55,705488;37,493308;35000000
5;5;17;129,8;9;55,700162;37,506496;35000000
5;8;21;122;18,7;55,702597;37,489661;35000000
3;22;25;141,3;28;55,738206;37,425728;35000000
1;8;24;152;17;55,715479;37,479034;35000000
1;13;23;170;20;55,715525;37,477103;35000000
5;4;20;82;15;55,77393;37,470392;35000000
5;6;30;87;15;55,82002;37,462954;35000000
5;5;19;92;15;55,777758;37,457987;35000000
5;22;29;97,9;23,6;55,803044;37,413197;35000000
1;29;30;110;25;55,807461;37,448465;35000000
1;13;32;109;15;55,773105;37,463628;35000000
5;26;31;116;25;55,769135;37,494521;35000000
5;28;35;110;16;55,807461;37,448465;35000000
1;25;40;115;15;55,807461;37,448465;35000000
5;29;35;110;15;55,807461;37,448465;35000000
1;23;25;130;15;55,830513;37,458409;35000000
5;24;32;125;20;55,773854;37,471973;35000000
5;43;48;150;19,6;55,780846;37,449147;35000000
5;8;8;167,8;14,2;55,898876;37,379177;35000000
5;38;48;173;20;55,780846;37,449147;35000000
5;11;25;180;17,9;55,682453;37,552373;35100000
1;3;13;58,5;18;55,726583;37,572648;35100000
5;8;14;109,8;12;55,793186;37,526968;35150000
5;15;24;122,8;25;55,786313;37,542428;35170000
5;15;24;122,8;25;55,786313;37,542428;35170000
5;2;17;73,03;13,8;55,761644;37,550567;35200000
5;9;23;145;27,2;55,645131;37,487892;35200000
5;2;17;73,03;13,8;55,761644;37,550567;35200000
2;3;6;146;17;55,780633;37,558275;35200000
5;10;20;217,4;50;55,642199;37,60452;35200000
5;11;20;217,4;40;55,642199;37,60452;35200000
5;21;24;122,8;25;55,786313;37,542428;35245000
1;11;13;123;15;55,794107;37,770223;35275000
5;4;6;104;20;55,78121;37,580589;35300000
5;7;39;95;21,6;55,716037;37,503998;35300000
1;3;20;73;14;55,762247;37,54904;35300000
2;1;4;89,9;11;55,768355;37,618686;35300000
5;6;18;82;13;55,710809;37,605023;35300000
1;19;22;72;17;55,71304;37,500953;35300000
5;8;24;90;12,5;55,704509;37,512838;35300000
2;2;5;96;4;55,757602;37,637012;35400000
5;12;18;176,2;30;55,78116;37,451061;35400000
2;3;8;145,8;11;55,780633;37,558275;35400000
5;5;21;108,6;23,6;55,704935;37,492105;35400000
1;8;24;89,2;12,7;55,704509;37,512838;35450000
5;8;24;95;15;55,704509;37,512838;35450000
5;3;33;109,8;23,8;55,798257;37,48199;35460000
5;5;18;80,97;14;55,710809;37,605023;35499000
5;10;16;121,08;30,7;55,79393;37,526564;35500000
5;17;48;99;14;55,661328;37,509343;35500000
1;11;17;144;17;55,647468;37,527822;35500000
5;8;24;90;15;55,704509;37,512838;35500000
1;21;21;122;19;55,704093;37,493156;35500000
1;2;15;156;15;55,67994;37,494916;35500000
2;5;5;65;6,2;55,742514;37,589536;35500000
5;20;85;75;10;55,74938;37,534092;35500000
1;2;18;92,4;15;55,736143;37,676286;35500000
5;2;18;92,4;16;55,736143;37,676286;35500000
2;5;7;91;12;55,743907;37,579205;35500000
1;2;17;92,4;16;55,736143;37,676286;35500000
5;2;18;92,4;16;55,736143;37,676286;35500000
2;2;3;95;15;55,765184;37,62104;35500000
2;9;16;152;21;55,79973;37,706847;35500000
2;9;16;152;21;55,79973;37,706847;35500000
1;3;18;80;17;55,710809;37,605023;35500000
2;3;18;80;12;55,710809;37,605023;35500000
5;21;32;149;19;55,665936;37,514505;35500000
2;24;28;127;20;55,678164;37,548699;35500000
5;19;22;136;32;55,666086;37,561688;35500000
5;10;18;168,6;46;55,690263;37,553864;35500000
5;10;18;168,6;46;55,690263;37,553864;35500000
5;3;21;85,3;17,5;55,704093;37,493156;35500000
5;3;21;85,3;17,5;55,704093;37,493156;35500000
1;5;21;87;40;55,704093;37,493156;35500000
1;6;21;113;24;55,704093;37,493156;35500000
1;13;22;117;20;55,703119;37,506047;35500000
1;6;16;127,3;28;55,665264;37,471866;35500000
5;14;19;167;21;55,682204;37,484927;35500000
1;4;6;60;15;55,746203;37,636437;35500000
1;4;7;60;7;55,746203;37,636437;35500000
2;5;5;65;6,2;55,742514;37,589536;35500000
5;73;97;75;20;55,749511;37,537083;35500000
5;69;95;81;14;55,749511;37,537083;35500000
2;2;3;90;12;55,765184;37,62104;35500000
2;2;4;110;14,8;55,771393;37,614159;35500000
5;14;23;95;20;55,782572;37,531936;35500000
5;2;22;135;12,5;55,793531;37,524219;35500000
1;5;28;155;40;55,853218;37,509532;35500000
5;2;12;137;14;55,798794;37,706739;35500000
5;3;18;79;17,2;55,710809;37,605023;35500000
2;4;10;115;11;55,707101;37,572854;35500000
2;4;10;115;11;55,707101;37,572854;35500000
5;4;24;154;17,1;55,677331;37,571552;35500000
5;5;21;77,9;15,9;55,704935;37,492105;35500000
1;3;21;87;40;55,704093;37,493156;35500000
1;3;21;87;14;55,703185;37,491548;35500000
5;21;21;122;25;55,702597;37,489661;35500000
1;9;23;140;22;55,711595;37,488952;35500000
1;2;15;156;15;55,67994;37,494916;35500000
1;41;48;172;20;55,780846;37,449147;35500000
5;41;48;172;20,1;55,780846;37,449147;35500000
1;7;18;120;15;55,793596;37,771849;35577000
5;4;10;58;22,7;55,783357;37,599381;35600000
5;19;24;229,3;13,3;55,678707;37,634631;35600000
1;10;13;120;15;55,794107;37,770223;35655000
2;7;8;129;13,1;55,773368;37,589743;35700000
5;10;40;187,1;4,3;55,827671;37,487559;35700000
5;11;12;185;14;55,843616;37,485619;35700000
5;21;32;149;19;55,665936;37,514505;35700000
2;5;13;72;7;55,745787;37,642743;35700000
5;8;17;126;15;55,677159;37,695348;35700000
1;19;32;160;17;55,665936;37,514505;35700000
5;3;22;97;17;55,703119;37,506047;35700000
2;21;30;126;15;55,805649;37,499318;35750000
2;21;30;126;15;55,805649;37,499318;35750000
2;21;30;124,5;15;55,805649;37,499318;35750000
1;6;14;56;17;55,727724;37,572288;35753889
5;15;18;124;19;55,8061;37,515569;35800000
3;13;18;160;13;55,69765;37,506927;35800000
5;12;20;120;17;55,681047;37,551088;35815920
5;21;25;97;14;55,755758;37,51061;35833390
5;2;9;68;12;55,739727;37,618507;35850000
3;11;17;80;13;55,756376;37,54948;35850000
6;4;8;70;8;55,742215;37,585035;35900000
1;29;31;122,8;16;55,828162;37,487874;35900000
1;3;5;50;25;55,737583;37,594423;35900000
2;2;7;89;8;55,733188;37,595105;35900000
5;2;22;112;40;55,66965;37,611482;35900000
5;8;17;126;15;55,677159;37,695348;35900000
6;8;15;90;9;55,738074;37,564446;35900000
5;18;18;140;17;55,724271;37,44691;35900000
2;4;8;69,8;15;55,742215;37,585035;35900000
6;4;8;70;8;55,742215;37,585035;35900000
6;4;8;70;8;55,742215;37,585035;35900000
3;4;7;70;8;55,742215;37,585035;35900000
5;4;5;83,7;15;55,780932;37,580158;35900000
1;2;6;90,5;16,7;55,779874;37,573995;35900000
2;12;12;145;16;55,791461;37,784057;35900000
5;27;27;185;16;55,698553;37,8449;35900000
1;27;27;185;16;55,698553;37,8449;35900000
2;8;12;96;22;55,695824;37,551367;35900000
5;2;21;100;26;55,681859;37,53994;35900000
1;4;25;125;16;55,710083;37,471461;35900000
5;14;15;100,2;12,6;55,795444;37,526896;35921700
5;14;20;103,65;24,7;55,681047;37,551088;35930000
5;8;21;77,73;14;55,761771;37,549184;35950000
5;5;32;170,8;20;55,665936;37,514505;35950000
5;6;20;119,58;18;55,681047;37,551088;35951520
5;45;79;76,7;35;55,751143;37,533733;35972300
5;7;10;63;24,3;55,783357;37,599381;35990000
5;16;21;76,89;11,6;55,761771;37,549184;35990000
2;4;17;99;20;55,765377;37,581164;35990000
5;2;22;112;12,6;55,66965;37,611482;35990000
5;7;16;128;20;55,665264;37,471866;35990000
5;7;10;63;11;55,783357;37,599381;35990000
2;7;8;94;9,1;55,730816;37,593102;35990000
2;5;5;120;15;55,75324;37,586329;35990000
1;12;22;102,2;25;55,715383;37,50734;35990000
3;8;18;155;15;55,696534;37,507124;35998000
2;7;8;146;15;55,769636;37,647486;35999000
3;8;18;156;13;55,696534;37,507124;35999000
2;9;10;85;11,4;55,749587;37,595339;36000000
2;7;11;87,7;8;55,720337;37,582421;36000000
2;3;8;116;25;55,74754;37,586661;36000000
6;3;6;130;15,2;55,75134;37,59171;36000000
5;6;16;82,5;15;55,703748;37,499695;36000000
5;10;22;80;12;55,71304;37,500953;36000000
5;4;22;97;17;55,703119;37,506047;36000000
5;7;23;111;14;55,699903;37,500764;36000000
5;17;23;156;16;55,715525;37,477103;36000000
5;20;22;83;16;55,793414;37,448617;36000000
2;4;5;68;8;55,742276;37,59233;36000000
2;7;26;68;8,5;55,769423;37,649292;36000000
5;7;11;71;20;55,722142;37,618569;36000000
5;7;11;71;20;55,722142;37,618569;36000000
1;17;21;77;15;55,761558;37,549067;36000000
