wallsMaterial;floorNumber;floorsTotal;totalArea;kitchenArea;latitude;longitude;price
3;9;9;30;6;55,717558;37,459406;6500000
2;2;5;30;6;55,739027;37,39815;6500000
3;9;9;34,9;6,5;55,681082;37,455417;6500000
2;2;5;34,6;6;55,724996;37,41546;6500000
3;4;12;33;7;55,717944;37,387065;6500000
3;1;9;35;8;55,717558;37,459406;6500000
3;2;12;35;9,6;55,676692;37,451671;6500000
4;9;12;36;9,5;55,65014;37,407178;6500000
4;7;9;37;8;55,610804;37,295652;6500000
3;2;14;38,9;8,8;55,639491;37,344538;6500000
3;11;22;38,5;10;55,645141;37,4167;6500000
3;9;16;38;8;55,712502;37,403297;6500000
3;5;16;38;10;55,70842;37,399345;6500000
3;11;16;38;10;55,709571;37,396326;6500000
2;4;5;28;6;55,841781;37,463305;6500000
4;1;5;32,3;5,5;55,795535;37,460367;6500000
3;1;9;32,7;6;55,781869;37,457034;6500000
2;1;9;30,7;6,4;55,845299;37,451609;6500000
3;1;17;36,5;8,4;55,83845;37,388511;6500000
3;16;17;38,2;8;55,833678;37,354797;6500000
3;2;14;38,9;8,6;55,985685;37,152982;6500000
3;3;10;41;9;55,996646;37,200934;6500000
3;4;14;44;10;55,998494;37,217939;6500000
3;8;9;43;6;55,97741;37,189768;6500000
5;11;17;47;10;55,96401;37,155434;6500000
5;11;17;47;10;55,96401;37,155434;6500000
5;6;17;46;10,1;55,96401;37,155434;6500000
4;8;14;52;8,7;55,989169;37,154554;6500000
3;9;9;59,8;6;55,993781;37,209261;6500000
3;6;9;60,5;6;55,993666;37,210213;6500000
3;1;12;63,5;10;55,993424;37,225637;6500000
1;3;9;31;8;55,651816;37,423815;6500000
5;15;25;30,6;9;55,565931;37,479376;6500000
5;9;13;33;10;55,591518;37,455669;6500000
2;7;9;35;15;55,62207;37,468892;6500000
3;7;22;34;8,9;55,526093;37,510745;6500000
5;9;15;35,1;11,4;55,618928;37,411113;6500000
1;7;14;37;11;55,591915;37,457502;6500000
5;14;14;37;9,5;55,618532;37,264597;6500000
4;2;3;37;10;55,550025;37,500279;6500000
5;3;9;38,3;12,8;55,62849;37,341287;6500000
5;9;15;38,2;10;55,55114;37,508176;6500000
5;4;25;38;11;55,633373;37,417832;6500000
3;10;17;39;9,5;55,622573;37,303162;6500000
3;2;10;38,5;8,5;55,523682;37,511814;6500000
1;2;17;40;11;55,576477;37,474893;6500000
3;5;25;42;10;55,599748;37,356306;6500000
5;22;24;42,2;12;55,576874;37,481585;6500000
5;2;12;40,1;3,5;55,566155;37,478333;6500000
1;14;19;43;10;55,595699;37,343398;6500000
5;4;9;43;11;55,628932;37,341843;6500000
5;8;19;43;10,5;55,595699;37,343398;6500000
5;13;17;43,5;9,7;55,504517;37,536823;6500000
1;6;22;46;8,5;55,540272;37,453774;6500000
1;9;10;47;10;55,542905;37,486167;6500000
3;3;25;47;12;55,594407;37,366233;6500000
5;7;17;46;13;55,511664;37,568479;6500000
3;5;5;45;6;55,605602;37,351878;6500000
5;4;16;45;18;55,566231;37,497629;6500000
3;13;24;45,9;12,4;55,625308;37,309441;6500000
5;9;16;49;16;55,571093;37,491718;6500000
5;13;17;48,5;14,7;55,57377;37,484406;6500000
5;12;16;49,6;10;55,56868;37,492769;6500000
1;6;12;53;9,5;55,549266;37,31025;6500000
1;11;12;55,8;9,6;55,549908;37,311148;6500000
3;3;5;63;6;55,507769;37,569683;6500000
5;6;12;75;11,4;55,521104;37,355201;6500000
5;15;21;43;13;55,492212;37,314813;6500000
4;3;9;51;7;55,488626;37,297296;6500000
3;5;5;64,3;6;55,428225;37,271541;6500000
5;4;4;67;16;55,53638;37,158138;6500000
3;5;5;65;9;55,418993;37,403153;6500000
5;3;3;103;67,7;55,536436;37,154913;6500000
3;8;17;60,5;12,8;55,703951;37,946886;6500003
3;2;17;60,5;12,8;55,701815;37,942727;6500003
3;10;17;60,5;12,8;55,704697;37,945466;6500003
3;8;16;36;10;55,879157;37,726107;6511111
5;7;9;65,04;10,2;55,554094;37,314768;6512120
3;9;16;36;9;55,763868;37,481091;6540000
3;10;12;32;7;55,661191;37,605598;6549000
4;5;12;35;10;55,871859;37,538197;6550000
3;10;16;39;8,5;55,891466;37,5251;6550000
3;1;9;33;7;55,863742;37,611167;6550000
3;2;16;36,4;8;55,896034;37,579089;6550000
3;7;12;35;9;55,882409;37,647423;6550000
3;2;16;36,4;8;55,896034;37,579089;6550000
3;2;16;36;8;55,896034;37,579089;6550000
3;2;16;36;8;55,896034;37,579089;6550000
3;8;12;42,3;9;55,773748;37,822963;6550000
3;8;9;44;6;55,74224;37,833572;6550000
5;7;33;37,5;9;55,645476;37,707215;6550000
3;9;12;41;8,5;55,656316;37,775981;6550000
3;4;9;45;6;55,634232;37,80055;6550000
3;1;12;39,1;9,8;55,600084;37,605643;6550000
3;15;16;42;8,3;55,588628;37,671265;6550000
3;2;17;37,6;9;55,63657;37,321461;6550000
5;3;3;36,1;9;55,546521;37,492177;6550000
3;6;17;41,5;10,1;55,542126;37,497638;6550000
1;6;16;47;12;55,467489;37,544746;6550000
3;3;5;32;6;55,833167;37,531666;6550000
2;5;5;31;6;55,864333;37,672684;6550000
3;1;9;33;6;55,863742;37,611167;6550000
3;1;9;33;7;55,863742;37,611167;6550000
4;9;12;35;9;55,818549;37,797047;6550000
3;13;14;38;10;55,803919;37,760467;6550000
3;2;24;44;12;55,72235;37,908564;6550000
3;7;9;45;6;55,772386;37,829233;6550000
5;13;32;37;14;55,645476;37,707215;6550000
4;6;12;35;9,8;55,696448;37,809911;6550000
3;10;16;41;10;55,676088;37,725909;6550000
3;7;9;57;6;55,634375;37,795232;6550000
3;9;12;34;7;55,620886;37,750855;6550000
2;3;8;33;6;55,657768;37,620204;6550000
1;3;16;38;18;55,576574;37,675828;6550000
3;1;14;38,9;8,5;55,627397;37,718471;6550000
3;13;17;38;9;55,629679;37,74719;6550000
3;4;22;38,2;10;55,618918;37,742546;6550000
3;1;14;40;9;55,627397;37,718471;6550000
5;7;17;50;10,5;55,579811;37,67131;6550000
4;12;12;35,4;10,1;55,658251;37,584218;6550000
3;10;17;38,8;8,5;55,568339;37,584083;6550000
3;16;17;39;8;55,652456;37,398734;6550000
3;9;9;51;6;55,982013;37,189911;6550000
3;17;17;38;10;55,567845;37,47165;6550000
5;17;17;40;10;55,618761;37,263555;6550000
5;4;16;40,2;10,3;55,567097;37,496713;6550000
3;15;17;40;10;55,592103;37,370329;6550000
5;17;17;40;10;55,618761;37,263555;6550000
3;1;5;31;6;55,755667;37,521596;6550000
4;1;14;34;10;55,864444;37,492805;6550000
3;9;9;35;6;55,880621;37,560826;6550000
3;1;16;38;8;55,868228;37,590542;6550000
3;13;17;40;9;55,886625;37,703972;6550000
3;8;12;32;7;55,767828;37,825712;6550000
3;2;9;34;6;55,819656;37,832872;6550000
3;4;5;33;5,5;55,816283;37,804072;6550000
4;9;12;35,3;10;55,799067;37,823394;6550000
4;2;12;35;10;55,763366;37,729592;6550000
3;4;12;38,9;7;55,817588;37,797442;6550000
4;2;14;38;9,6;55,820673;37,714644;6550000
3;8;12;42,3;9;55,773748;37,822963;6550000
3;8;9;44,1;6;55,74224;37,833572;6550000
3;3;9;44;6,5;55,80232;37,823673;6550000
2;4;5;68,1;8,2;55,789441;37,782889;6550000
3;7;9;32,9;7;55,715028;37,785162;6550000
3;15;16;37,2;10;55,681666;37,748637;6550000
3;16;16;35;11;55,66471;37,768453;6550000
3;3;14;39;8;55,650277;37,763638;6550000
3;9;16;38;9;55,652466;37,717429;6550000
2;4;5;43,2;6;55,657941;37,702993;6550000
3;5;5;47,3;5,8;55,657499;37,708293;6550000
5;2;9;33;7;55,611297;37,582736;6550000
3;5;5;33;6;55,63127;37,673151;6550000
3;10;12;32;8;55,661191;37,605598;6550000
3;12;17;37,7;8,4;55,565493;37,584955;6550000
3;10;10;37;8;55,549582;37,552337;6550000
3;14;16;38;10;55,640497;37,546848;6550000
3;1;12;30,6;7,5;55,811968;37,393083;6550000
2;5;9;45,8;7,2;55,994819;37,217292;6550000
3;9;9;51;6;55,982013;37,189911;6550000
1;4;22;39;10,5;55,503757;37,535412;6550000
3;7;17;38;8;55,624174;37,311229;6550000
3;8;25;44;10;55,626579;37,313502;6550000
3;1;5;45;5,2;55,600664;37,354456;6550000
3;5;5;48;10;55,51697;37,534631;6550000
1;6;16;51;12;55,467489;37,544746;6550000
3;13;17;55,8;13;55,702637;37,94305;6553600
3;15;17;55,8;9,4;55,702637;37,94305;6553600
3;15;17;55,8;13,4;55,702637;37,94305;6553600
3;11;17;38;9;55,932344;37,542931;6559000
5;17;17;50,1;10,5;55,576793;37,673403;6563100
3;5;9;44,4;6;55,721838;37,832117;6569000
2;6;9;30;5,8;55,788793;37,455534;6570000
3;17;19;35;10,3;55,644704;37,385861;6570000
3;1;14;38;6;55,742792;37,81999;6570000
3;7;17;60;14,1;55,704697;37,945466;6577000
5;8;9;40,9;18,2;55,589926;37,452633;6577000
5;9;16;36,4;8,2;55,607743;37,580876;6580000
3;6;24;40;10;55,720083;37,903048;6580000
5;3;20;36,4;17,1;55,783969;37,509936;6580000
3;5;9;32,6;6,7;55,711666;37,791082;6580000
2;3;5;43,2;5,5;55,657941;37,702993;6580000
2;8;9;45;6;55,704509;37,792915;6580000
3;1;14;51,4;8,4;55,680869;37,774122;6580000
3;4;9;37;8;55,654386;37,573249;6580000
5;4;9;35;10;55,591518;37,455669;6580000
5;2;12;40,1;6;55,566155;37,478333;6580000
3;3;17;50,3;8,3;55,565738;37,58605;6583200
2;1;9;30;6;55,803686;37,456118;6589000
5;11;17;47;10;55,96401;37,155434;6589000
2;5;8;31;6,6;55,844662;37,564464;6590000
4;1;5;31;7;55,792766;37,571534;6590000
3;5;9;44,2;6;55,854011;37,684569;6590000
2;5;5;32;6;55,722664;37,78739;6590000
2;5;5;32;9;55,722664;37,78739;6590000
3;1;9;39,2;8;55,600206;37,542913;6590000
5;11;17;47;10;55,96401;37,155434;6590000
2;9;9;30;6;55,813212;37,719289;6590000
3;7;17;34;7,5;55,672448;37,761599;6590000
3;2;9;35;6;55,674468;37,745663;6590000
3;9;17;38,5;7,5;55,616397;37,647316;6590000
4;5;5;32;6;55,659201;37,600181;6590000
4;6;9;50;9;55,537567;37,578855;6590000
2;1;9;30,1;6;55,803686;37,456118;6590000
5;3;7;31,2;15;55,847861;37,650055;6590000
3;5;9;45;6,5;55,809383;37,822837;6590000
3;5;5;32;6;55,711625;37,75894;6590000
3;7;14;38;9;55,831893;37,349713;6590000
1;2;3;36,5;9,1;55,547738;37,495967;6590000
3;16;17;42;15;55,597449;37,340622;6598000
3;15;17;38,2;8,5;55,923513;37,543228;6599000
3;10;17;38;8;55,621333;37,735728;6599000
3;11;17;36;9;55,932344;37,542931;6599000
5;5;17;41;10;55,966912;37,150646;6599000
4;4;5;32;5,8;55,84487;37,524615;6599000
3;3;14;37,8;8;55,923357;37,541072;6599000
2;5;5;30;6;55,817198;37,727418;6599000
3;2;12;33;8;55,632809;37,471255;6599000
4;4;9;37;8;55,654386;37,573249;6599000
2;3;5;32;6;55,724576;37,415038;6599000
4;9;12;35,4;9,1;55,854047;37,420491;6599000
2;16;17;43;15;55,597449;37,340622;6599000
3;1;5;61;6;55,511608;37,564257;6599000
1;17;17;40;10;55,577322;37,474075;6599900
2;1;9;30,1;6;55,803686;37,456118;6599999
2;1;5;37;7;55,774902;37,492212;6599999
3;2;17;38;8,5;55,637261;37,696624;6599999
2;8;9;28;6,5;55,845683;37,487622;6600000
3;8;9;32;6,5;55,865823;37,559703;6600000
3;2;9;33,8;6;55,837191;37,663306;6600000
3;9;17;35;10;55,932344;37,542931;6600000
3;4;17;38;8,3;55,868112;37,589078;6600000
1;14;14;38,5;9;55,924779;37,543722;6600000
3;8;9;45;5;55,878662;37,71919;6600000
3;8;9;32,3;6;55,803585;37,812507;6600000
3;2;14;39;8;55,711133;37,895026;6600000
3;18;24;40;10,4;55,720083;37,903048;6600000
3;4;14;34;9;55,701318;37,747648;6600000
3;5;9;33;7;55,711666;37,791082;6600000
3;5;10;36;10;55,656717;37,750945;6600000
4;2;12;35,1;10;55,7191;37,732889;6600000
3;5;5;45,5;6;55,714054;37,778919;6600000
3;18;25;23;8;55,589341;37,601268;6600000
3;1;5;31,9;5,5;55,643556;37,606227;6600000
3;1;9;36,6;7,5;55,608902;37,58049;6600000
3;14;16;35,8;8;55,607743;37,580876;6600000
3;3;16;37;7,9;55,614587;37,746517;6600000
3;11;16;35,2;10;55,623219;37,731793;6600000
4;7;16;38;10;55,600531;37,66998;6600000
3;8;9;31;6;55,64383;37,59754;6600000
3;12;16;32;8,2;55,559237;37,577822;6600000
3;3;14;41;8;55,576991;37,575558;6600000
2;3;5;31,7;6;55,724216;37,458633;6600000
3;1;12;39;9;55,728819;37,409451;6600000
1;9;9;48,2;7,4;56,004997;37,204329;6600000
3;14;17;36,6;8;55,636006;37,324623;6600000
5;15;25;35;14;55,571505;37,485834;6600000
3;14;17;38;8;55,636006;37,324623;6600000
5;4;12;69,04;10,2;55,511664;37,568479;6600000
4;8;9;33;7;55,843636;37,545806;6600000
3;5;9;33;7;55,863373;37,492922;6600000
4;3;12;35;10;55,866606;37,527426;6600000
2;2;14;35;8;55,852081;37,510547;6600000
2;2;9;29;5,9;55,875425;37,691333;6600000
2;6;9;30;6;55,852177;37,635916;6600000
3;3;12;35,8;6,8;55,871587;37,587182;6600000
3;15;17;35;9,5;55,932344;37,542931;6600000
4;4;14;36;9;55,86056;37,662847;6600000
2;10;18;40,1;9;55,925672;37,544396;6600000
3;13;17;41;9;55,886625;37,703972;6600000
3;10;17;40,1;10;55,928955;37,540793;6600000
4;8;9;33;5,5;55,811629;37,727616;6600000
2;2;9;34;6;55,804354;37,724175;6600000
4;8;9;33;6;55,811629;37,727616;6600000
4;5;12;36,3;10;55,817588;37,797442;6600000
3;9;12;35,4;8,1;55,8027;37,722037;6600000
4;4;12;35,1;10,2;55,8027;37,722037;6600000
4;6;12;36;10;55,820207;37,79737;6600000
3;7;12;35,8;8;55,801946;37,722451;6600000
3;13;17;38;7,5;55,716661;37,881102;6600000
3;2;12;38,8;8,6;55,719977;37,820915;6600000
3;7;22;38,1;9;55,741465;37,863792;6600000
4;11;16;38;10;55,814315;37,817061;6600000
3;2;17;38;8,5;55,826215;37,766037;6600000
3;4;24;38;10;55,723911;37,907602;6600000
4;6;24;40;10;55,720083;37,903048;6600000
2;1;5;41,1;6;55,79979;37,784039;6600000
2;2;3;44;6;55,716372;37,84587;6600000
3;1;9;45;7;55,719272;37,81274;6600000
3;5;9;45;6;55,72486;37,809596;6600000
6;5;9;51;8,2;55,762105;37,734704;6600000
3;5;9;33;7;55,711666;37,791082;6600000
2;2;9;33;9;55,733158;37,716279;6600000
5;24;32;36;14;55,646223;37,705832;6600000
5;11;17;36;13,2;55,670844;37,775433;6600000
4;10;12;36;10;55,71306;37,740381;6600000
4;12;12;35;10;55,707446;37,778326;6600000
3;14;17;38;7,4;55,702729;37,925578;6600000
3;14;17;38;8;55,702729;37,925578;6600000
3;13;14;39;8,5;55,652151;37,73376;6600000
3;14;17;38;8;55,702729;37,925578;6600000
4;10;12;38;7;55,715778;37,810575;6600000
3;6;14;39;9;55,650881;37,732359;6600000
3;13;17;40;9;55,69799;37,925623;6600000
2;5;9;42;6;55,734532;37,747505;6600000
3;3;9;44;7;55,70041;37,809479;6600000
2;5;5;43;6,1;55,674027;37,756066;6600000
3;8;9;45;7;55,693688;37,806506;6600000
3;6;9;49;6;55,645095;37,717645;6600000
2;1;2;51,7;7;55,652618;37,70108;6600000
3;4;5;32;5,6;55,6335;37,6721;6600000
2;4;9;31;6;55,687949;37,690264;6600000
3;5;5;31,6;6;55,632728;37,68102;6600000
4;7;9;32;5,5;55,633917;37,649759;6600000
2;1;8;30;6;55,719287;37,648474;6600000
3;5;5;33;6;55,635863;37,669217;6600000
4;7;9;33;6,7;55,646538;37,655212;6600000
3;1;9;33;6,5;55,63503;37,679412;6600000
3;1;9;33;8;55,623346;37,590291;6600000
3;1;16;37;8,5;55,607743;37,580876;6600000
3;15;16;39;10;55,606944;37,725379;6600000
3;1;14;39;9;55,627397;37,718471;6600000
3;1;14;38,9;8,6;55,627397;37,718471;6600000
3;13;14;39;9;55,625836;37,727993;6600000
3;2;12;39;9;55,613331;37,701008;6600000
3;11;17;38;8,7;55,636697;37,750712;6600000
3;11;12;39;8,6;55,599697;37,58164;6600000
3;9;12;40,4;8,4;55,601355;37,606882;6600000
5;4;24;41;10;55,577541;37,675792;6600000
3;4;12;45;7;55,583439;37,65664;6600000
3;3;9;45;6;55,579373;37,65408;6600000
5;8;17;55,2;10,2;55,579811;37,67131;6600000
2;5;5;31;7;55,688913;37,595258;6600000
3;2;5;31;6;55,650439;37,580167;6600000
3;2;12;33;8;55,632809;37,471255;6600000
3;6;9;50;9;55,537567;37,578855;6600000
2;5;5;31;5,5;55,71699;37,453468;6600000
2;4;5;32;6;55,725579;37,410843;6600000
4;1;5;33;5;55,737076;37,487703;6600000
3;7;16;35,6;8,2;55,718172;37,422943;6600000
3;7;17;38;8,5;55,637408;37,348455;6600000
3;7;22;38,3;8,5;55,638104;37,350602;6600000
3;1;17;38;8,5;55,77117;37,41078;6600000
3;1;9;45;6;55,654894;37,413933;6600000
3;6;9;32;6;55,857756;37,439427;6600000
3;6;9;32;6;55,848337;37,424749;6600000
4;10;12;36;9,6;55,851065;37,40884;6600000
3;7;10;39;9,5;55,827788;37,350404;6600000
3;2;17;38,6;8,5;55,850777;37,356324;6600000
3;14;14;53;8,5;55,988479;37,149236;6600000
5;4;9;36;10;55,591518;37,455669;6600000
5;10;25;35,5;10;55,565931;37,479376;6600000
5;3;3;38;9;55,549679;37,497917;6600000
5;7;17;39;9;55,56924;37,471911;6600000
1;2;3;39;8;55,545452;37,493865;6600000
3;16;17;39;10;55,635747;37,314966;6600000
3;7;17;39;9,3;55,56924;37,471911;6600000
3;16;17;38;8;55,641422;37,329033;6600000
3;17;17;40;10,3;55,634745;37,321874;6600000
5;4;11;41,5;11,2;55,624398;37,344322;6600000
5;5;11;44;12,4;55,626049;37,344128;6600000
3;16;25;44;10,5;55,62449;37,314831;6600000
4;1;3;43,2;21,5;55,515579;37,372566;6600000
2;8;17;44;12;55,506439;37,572082;6600000
5;16;17;45;14;55,511664;37,568479;6600000
1;1;12;51;16,8;55,567143;37,472917;6600000
2;10;17;57;11;55,491263;37,555032;6600000
5;12;20;63,4;14;55,491263;37,555032;6600000
5;14;20;69;14;55,494803;37,556002;6600000
3;1;5;31,1;7;55,792766;37,571534;6600000
3;3;9;32;6;55,808902;37,568156;6600000
3;7;9;31,6;7;55,86015;37,482331;6600000
5;17;21;32,7;12;55,879495;37,539877;6600000
4;4;5;31,6;5,8;55,84487;37,524615;6600000
5;17;21;32;11,5;55,879495;37,539877;6600000
3;1;9;31;6;55,863333;37,498725;6600000
2;1;5;30,1;5,5;55,81217;37,528208;6600000
2;1;5;30;6;55,817279;37,494449;6600000
5;8;21;33;12;55,879495;37,539877;6600000
5;9;22;34;10;55,878167;37,538242;6600000
3;7;16;34;10;55,894258;37,532502;6600000
3;6;12;36;9;55,87443;37,492536;6600000
5;14;16;36;10;55,879495;37,539877;6600000
4;11;12;37;10;55,864414;37,516449;6600000
3;2;17;36,5;7;55,863707;37,565003;6600000
3;4;12;39;9;55,871718;37,563143;6600000
4;4;12;39;10;55,863965;37,51512;6600000
4;3;9;32;6;55,859398;37,661311;6600000
2;7;12;31;8;55,87286;37,601439;6600000
3;7;9;32;6,5;55,887099;37,663979;6600000
3;8;9;33;6;55,874152;37,698825;6600000
3;7;12;35;9;55,892612;37,647711;6600000
3;12;17;38;9,5;55,932344;37,542931;6600000
3;15;17;38,2;8,6;55,923513;37,543228;6600000
3;4;17;38;8,3;55,868112;37,589078;6600000
4;11;12;38;6,9;55,892531;37,671579;6600000
3;15;17;38;8,6;55,923357;37,541072;6600000
3;17;17;38;7;55,859054;37,594953;6600000
3;6;16;38;10;55,891683;37,617411;6600000
3;3;9;38;6;55,868299;37,618947;6600000
3;15;17;38,2;8,6;55,923513;37,543228;6600000
4;1;8;30;5;55,789011;37,797235;6600000
2;5;5;30,4;5,7;55,79144;37,785575;6600000
4;10;12;34,9;9,7;55,746811;37,755401;6600000
3;3;12;33;9,8;55,804142;37,814052;6600000
3;8;14;37;6,9;55,709358;37,893562;6600000
3;1;14;37,9;6,1;55,806489;37,822038;6600000
3;14;14;39,1;8,7;55,820824;37,832952;6600000
3;2;14;38;6;55,74712;37,826952;6600000
3;2;12;39;9;55,773748;37,822963;6600000
3;2;12;39;9;55,773748;37,822963;6600000
3;2;12;39;8,6;55,773748;37,822963;6600000
3;9;12;38;6;55,765159;37,727975;6600000
5;7;17;38;8;55,742625;37,872999;6600000
2;2;9;40;5,5;55,819828;37,824454;6600000
3;6;24;40;10;55,720083;37,903048;6600000
3;5;9;44,1;6;55,739392;37,819397;6600000
3;1;9;46;6,5;55,742134;37,832243;6600000
2;2;9;31;6;55,707278;37,67634;6600000
3;5;9;33;10;55,711666;37,791082;6600000
3;7;9;33;6;55,685335;37,728137;6600000
3;5;9;33;6;55,711666;37,791082;6600000
4;11;12;35;8;55,68465;37,723053;6600000
4;7;12;36;9;55,723465;37,784003;6600000
3;8;17;37,8;8,9;55,644897;37,741423;6600000
3;6;9;36,6;7;55,713552;37,785719;6600000
3;7;17;38,9;7,9;55,669062;37,767286;6600000
3;3;17;38,9;9;55,647681;37,730562;6600000
3;9;12;39,1;8,6;55,646015;37,712686;6600000
3;3;8;40;8,5;55,647498;37,753973;6600000
2;5;9;44,2;5,9;55,710844;37,753371;6600000
3;3;9;44,3;6;55,707197;37,819702;6600000
3;9;9;44,3;6;55,710235;37,785809;6600000
3;1;9;44;6;55,710443;37,788917;6600000
2;1;2;50,4;7;55,653121;37,701736;6600000
3;7;14;53,3;8,4;55,684264;37,928282;6600000
3;2;14;54,6;9,5;55,682869;37,9192;6600000
3;18;25;23;8;55,589341;37,601268;6600000
2;2;9;32,7;9;55,645822;37,655472;6600000
4;8;9;31,4;8;55,685386;37,683527;6600000
3;5;12;32,1;8,5;55,60284;37,719567;6600000
2;9;9;31;5,9;55,65818;37,625567;6600000
3;2;12;33;7;55,602896;37,59763;6600000
5;9;9;33;6;55,627483;37,598474;6600000
3;2;12;33;7;55,602896;37,59763;6600000
3;6;9;33;7,6;55,633333;37,601421;6600000
3;12;12;35;10;55,579688;37,601034;6600000
3;2;17;37;7;55,60195;37,664752;6600000
2;6;12;35;10;55,695109;37,611194;6600000
3;2;12;37,7;9;55,60195;37,664752;6600000
3;7;17;38,5;8,5;55,607066;37,753236;6600000
3;6;12;39;9;55,58351;37,674849;6600000
3;3;12;40;8,7;55,609009;37,734632;6600000
3;5;14;41;9;55,6413;37,767582;6600000
2;1;5;30;6;55,67323;37,590425;6600000
3;7;12;32,1;7,2;55,652151;37,519198;6600000
5;11;18;33;10;55,561741;37,577858;6600000
5;7;9;33;6;55,592479;37,544009;6600000
3;4;9;35;6;55,616168;37,498851;6600000
3;3;12;35,6;11;55,568777;37,568821;6600000
3;2;12;35,9;10,3;55,651374;37,55929;6600000
3;5;22;39;10;55,532844;37,50372;6600000
3;1;14;39,2;10;55,571098;37,57298;6600000
3;7;9;34;6,5;55,654894;37,413933;6600000
3;1;12;34,7;10;55,709044;37,401653;6600000
5;6;17;34,6;10,3;55,643144;37,38499;6600000
3;1;9;34,9;6,8;55,706431;37,470976;6600000
3;4;16;34;10;55,72273;37,385951;6600000
2;5;9;33;6;55,721569;37,419817;6600000
3;5;9;33,6;6,8;55,712345;37,407816;6600000
3;9;16;36,1;8,1;55,763868;37,481091;6600000
3;5;15;35,8;10;55,651679;37,343353;6600000
5;12;15;38;10,4;55,643144;37,38499;6600000
3;6;17;38;8;55,652832;37,406989;6600000
3;9;9;32;6;55,776335;37,496605;6600000
3;2;12;33;8;55,799892;37,480139;6600000
4;12;12;33;9,4;55,851156;37,411454;6600000
4;12;12;36;10;55,851763;37,41184;6600000
3;7;25;40,3;10,1;55,864283;37,372404;6600000
3;6;12;50,6;10;55,99725;37,179419;6600000
3;14;14;52,3;9;55,994954;37,173436;6600000
5;21;21;30;4;55,578218;37,47775;6600000
5;25;25;41,3;12,5;55,571902;37,485322;6600000
5;2;9;43;12;55,627727;37,342984;6600000
2;3;5;43,6;6;55,621541;37,471282;6600000
1;13;19;45,2;10;55,595699;37,343398;6600000
3;1;5;48,5;9,3;55,517144;37,533885;6600000
2;4;5;53,2;5;55,597017;37,162818;6600000
5;15;19;64,1;12,7;55,62635;37,310932;6600000
5;3;19;76,8;12,4;55,592581;37,20689;6600000
1;9;9;77,58;12,6;55,545253;37,150907;6600000
5;7;8;40,8;12;55,861176;37,549426;6617600
3;17;17;60,8;11,9;55,700065;37,939735;6618000
3;2;12;38;6,5;55,73999;37,77069;6630000
3;10;12;56;8,6;55,659856;37,705221;6640000
3;7;17;37;10;55,56924;37,471911;6640000
5;2;9;59,76;11,9;55,554058;37,313699;6645335
5;16;16;34;9,3;55,619523;37,583113;6649000
5;2;17;40,5;17;55,577012;37,474489;6649000
3;8;9;35;7;55,713111;37,793624;6649999
2;3;9;29,7;6;55,849034;37,476133;6650000
3;1;12;39,4;8,9;55,861307;37,521533;6650000
5;9;15;34,6;13,4;55,920971;37,556936;6650000
3;9;9;35,3;6,6;55,892375;37,624184;6650000
3;1;12;39,4;9;55,852243;37,610997;6650000
3;15;16;39;8,2;55,90413;37,57766;6650000
2;5;5;30;6;55,792336;37,800308;6650000
4;1;12;44,3;5,7;55,806074;37,791405;6650000
4;2;12;36;10;55,713288;37,779952;6650000
3;9;9;38;8;55,710971;37,76592;6650000
3;9;16;39;8;55,652466;37,717429;6650000
3;8;9;42,8;6;55,650632;37,722567;6650000
4;1;12;34,7;9,5;55,627224;37,666971;6650000
3;11;17;37,8;8,4;55,620118;37,741863;6650000
3;12;17;38,1;8,4;55,639649;37,772684;6650000
3;6;14;47,4;9;55,601264;37,657017;6650000
3;1;9;32,5;6;55,602942;37,551232;6650000
3;5;9;39,3;8,8;55,571479;37,569225;6650000
